"request_id","event_id","preprocessed_message_id","channel","message_id","sentiment_label","sentiment_score","positive_prob","negative_prob","neutral_prob","emotion_anger","emotion_fear","emotion_joy","emotion_sadness","emotion_surprise","emotion_disgust","aspects"
"gpt_min_0098","rbc_news:147927","71f1e3c9-5ab2-4896-bc1b-4d787458e327","rbc_news","147927","neutral","0.59","0.47","0.1","0.43","0","0","0","0","0","0","[{""aspect"":""energy"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0099","rbc_news:147926","c904e124-36bc-4e04-a588-0adde4aeb72b","rbc_news","147926","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0100","ru2chvg:56500","b0c60a3c-1841-4fcb-aa95-d54752a3211f","ru2chvg","56500","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""gaming"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0101","banksta:92380","c1d4430e-9fcb-4990-8a08-ab91313adbef","banksta","92380","neutral","0.54","0.18","0.18","0.64","0","0","0","0.14","0","0","[{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0102","rbc_news:147925","937b300f-2ab4-4475-8590-94082e7444b7","rbc_news","147925","neutral","0.59","0.12","0.47","0.41","0","0","0","0","0","0","[{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""regulation"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0103","banksta:92379","42923f7e-7916-44bd-9cfb-711e8e1b6a11","banksta","92379","negative","0.72","0.12","0.68","0.2","0","0.13","0","0","0","0","[{""aspect"":""war"",""sentiment"":""negative"",""score"":0.7},{""aspect"":""security"",""sentiment"":""negative"",""score"":0.7},{""aspect"":""media"",""sentiment"":""negative"",""score"":0.7}]"
"gpt_min_0104","ru2chvg:56499","7fd08efb-5085-4ffa-ae2f-6e5e33f8595c","ru2chvg","56499","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0105","rbc_news:147924","7705c3c4-7386-4cc7-b883-412680de9795","rbc_news","147924","neutral","0.54","0.18","0.18","0.64","0","0.13","0","0","0","0","[{""aspect"":""war"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0106","rbc_news:147923","914791f9-7031-4ae1-8e29-0a31bf47247a","rbc_news","147923","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0107","banksta:92378","1dbb6645-4295-460e-8f87-ab7d70422bd3","banksta","92378","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""energy"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0108","ru2chvg:56498","1ea4a57e-7859-42ff-bce9-86f187254e3b","ru2chvg","56498","neutral","0.59","0.47","0.1","0.43","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0109","rbc_news:147922","505c8811-84db-4450-beb8-32e0353b1107","rbc_news","147922","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""transport"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0110","banksta:92377","311f38dc-fb40-48dc-9e1e-7e8f0a6fc3a4","banksta","92377","neutral","0.59","0.47","0.1","0.43","0","0","0","0","0","0","[{""aspect"":""banking"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0111","rbc_news:147921","b988c780-4a1b-4f5f-b60a-f822c0b27352","rbc_news","147921","neutral","0.59","0.12","0.47","0.41","0","0","0","0","0","0","[{""aspect"":""transport"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0112","ru2chvg:56497","93c83f4f-e1a5-4eb0-a117-d0be9a224228","ru2chvg","56497","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0113","rbc_news:147920","d9c90153-800e-422d-b44b-94feb1babb9d","rbc_news","147920","neutral","0.59","0.47","0.1","0.43","0","0","0","0","0","0","[{""aspect"":""regulation"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0114","condottieros:18221","ae8100d2-ae2e-4bf5-93c0-5e5d9d2cb584","condottieros","18221","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0115","condottieros:18220","fff3f6da-a54a-49d8-9aa0-01329388aa6a","condottieros","18220","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0116","rbc_news:147919","4577e2b5-07a5-41f9-ba7a-30ab14b221c7","rbc_news","147919","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""company_results"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0117","rbc_news:147918","f2ea2f44-3673-426a-b063-b12893e8cc48","rbc_news","147918","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""banking"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0118","banksta:92375","27d0a08b-170e-4b41-ba94-16d642baa064","banksta","92375","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0119","ru2chvg:56496","b650d799-b01c-46de-a68d-3f3946b34f30","ru2chvg","56496","neutral","0.59","0.47","0.1","0.43","0","0","0","0","0","0","[{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0120","condottieros:18216","2d387fef-c2bf-47a1-978e-8951d851ecdc","condottieros","18216","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0121","rbc_news:147917","8e89e714-e682-4b47-a5c7-7f630187a2c6","rbc_news","147917","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0122","condottieros:18215","b93cc670-c9e0-472e-8308-d00bccc4b611","condottieros","18215","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0123","condottieros:18214","1f2bffc3-8f0c-4389-b7a2-74c33ba90928","condottieros","18214","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0124","banksta:92374","082de662-4446-4307-9111-7ceeea14dae9","banksta","92374","negative","0.77","0.12","0.73","0.15","0","0.13","0","0","0","0","[{""aspect"":""war"",""sentiment"":""negative"",""score"":0.75},{""aspect"":""markets"",""sentiment"":""negative"",""score"":0.75},{""aspect"":""energy"",""sentiment"":""negative"",""score"":0.75}]"
"gpt_min_0125","rbc_news:147916","69e37f18-12b5-4504-9273-6c0019b60a8c","rbc_news","147916","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""company_results"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0126","banksta:92372","bec5c57b-a87a-47cd-bee8-664af77581e4","banksta","92372","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0.14","0","[{""aspect"":""regulation"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""security"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0127","ru2chvg:56495","6d9059de-672c-4ba4-b493-8329a3c756ce","ru2chvg","56495","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0128","rbc_news:147914","4c81f84b-ddaf-48ad-9d57-8d9a9f5285bb","rbc_news","147914","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0129","rbc_news:147913","b43835eb-270d-4217-b69f-eccd35dba933","rbc_news","147913","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0130","banksta:92371","4fc1f3d2-a97a-4d43-8077-afecb7850525","banksta","92371","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0131","rbc_news:147912","021e021a-9dca-4039-a246-7f77362bf9e0","rbc_news","147912","positive","0.72","0.68","0.1","0.22","0","0","0.08","0","0","0","[{""aspect"":""markets"",""sentiment"":""positive"",""score"":0.7},{""aspect"":""company_results"",""sentiment"":""positive"",""score"":0.7}]"
"gpt_min_0132","rbc_news:147911","e9066c9b-ded6-4ca6-9a5b-3f5786ae7973","rbc_news","147911","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0133","rbc_news:147910","82694e39-df60-4cbc-abbd-14cf1f3a88b3","rbc_news","147910","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""war"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0134","rbc_news:147909","3ca44edc-90af-425d-aefe-98fb1f60f1d7","rbc_news","147909","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0.14","0","[{""aspect"":""security"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0135","rbc_news:147908","883b2d8a-d4a8-4011-b344-e09b8f020fce","rbc_news","147908","positive","0.77","0.73","0.11","0.16","0","0","0.14","0","0","0","[{""aspect"":""banking"",""sentiment"":""positive"",""score"":0.75},{""aspect"":""gaming"",""sentiment"":""positive"",""score"":0.75}]"
"gpt_min_0136","rbc_news:147907","e9f30858-4fc1-4652-bd43-20437eefd8fa","rbc_news","147907","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""war"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0137","ru2chvg:56490","072bcc05-5244-4afd-baac-8c5f1fc75d68","ru2chvg","56490","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0138","ru2chvg:56487","69f24a61-4f5f-4c12-9236-b494242571e7","ru2chvg","56487","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0139","ru2chvg:56485","c94af55f-520c-4538-91c3-036a40adeb81","ru2chvg","56485","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0140","ru2chvg:56481","7a1d30ec-800e-4a1d-a18e-bb90b09b5fa8","ru2chvg","56481","neutral","0.59","0.12","0.47","0.41","0","0","0","0.14","0","0","[{""aspect"":""gaming"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0141","ru2chvg:56480","5eee36ee-7d4e-4fd1-b8ee-a73444a35665","ru2chvg","56480","neutral","0.59","0.47","0.1","0.43","0","0","0","0","0","0","[{""aspect"":""regulation"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0142","ru2chvg:56479","c71dd14b-afcf-49d0-a6f9-65ef3720b325","ru2chvg","56479","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""retail"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0143","condottieros:18213","9189b9da-7bb4-4c81-a1a3-96be9253ed39","condottieros","18213","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0144","ru2chvg:56476","6a4d2838-60ab-4c5b-86b1-795d0b070d3e","ru2chvg","56476","positive","0.72","0.68","0.1","0.22","0","0","0.08","0","0","0","[{""aspect"":""banking"",""sentiment"":""positive"",""score"":0.7},{""aspect"":""technology"",""sentiment"":""positive"",""score"":0.7}]"
"gpt_min_0145","ru2chvg:56475","212f28a5-433c-45eb-8f37-45206b0296ef","ru2chvg","56475","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""gaming"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0146","ru2chvg:56474","d3bd5b36-944b-453f-9f11-0172ba7ae220","ru2chvg","56474","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0147","condottieros:18212","3b4e25e6-3d6d-449a-a34b-38de5b708b0f","condottieros","18212","neutral","0.59","0.12","0.47","0.41","0","0","0","0.14","0","0","[{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0148","condottieros:18211","c57fbb35-8a1d-41c0-8a77-10310fdbc576","condottieros","18211","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0149","condottieros:18210","758685e5-e2cb-4382-9b7f-59083885b276","condottieros","18210","neutral","0.54","0.18","0.18","0.64","0","0.13","0","0","0","0","[{""aspect"":""security"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0150","ru2chvg:56471","0eda0f10-459a-405e-bba0-380b93b09723","ru2chvg","56471","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0151","ru2chvg:56469","2b134e3f-e7b3-4741-a26b-d2ded17cba7c","ru2chvg","56469","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""gaming"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0152","ru2chvg:56468","6a4fc01e-eb10-48c1-a315-479a305232cc","ru2chvg","56468","neutral","0.59","0.47","0.1","0.43","0","0","0","0","0","0","[{""aspect"":""banking"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0153","ru2chvg:56462","162d175a-0e58-4dc0-8d7d-ab82c430c973","ru2chvg","56462","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""gaming"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0154","ru2chvg:56461","e2ecc1de-e938-4bb4-918f-1827358915e2","ru2chvg","56461","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""gaming"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0155","ru2chvg:56460","78fe3ebe-b9a3-4e22-8b99-524a9b35b005","ru2chvg","56460","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0156","ru2chvg:56459","d9b01e62-e31c-46b0-b17d-d4cd99f9b9d8","ru2chvg","56459","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""regulation"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""gaming"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0157","ru2chvg:56455","531d88c9-7e6e-4b7b-8192-aa23362fc7a3","ru2chvg","56455","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0158","condottieros:18209","8e7c2689-0514-41af-b677-dd8f737f7238","condottieros","18209","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0159","ru2chvg:56453","05621fb0-0fd1-4d89-9258-656fbf6a70bb","ru2chvg","56453","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0160","condottieros:18208","7f43e4fd-31ca-4577-8dd7-c2bf81637839","condottieros","18208","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""energy"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0161","ru2chvg:56450","58760b8a-485c-4563-91e5-d9a73fabb7a1","ru2chvg","56450","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0.14","0","[{""aspect"":""security"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""gaming"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0162","ru2chvg:56449","3c0bf205-75d2-44eb-83c4-da08e1fe7a6f","ru2chvg","56449","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0163","condottieros:18207","0e0f1de0-9121-43c1-828c-7c575eee1991","condottieros","18207","neutral","0.59","0.12","0.47","0.41","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0164","condottieros:18206","eb0cae29-34cd-47c9-9289-878c0fc8138e","condottieros","18206","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0165","condottieros:18205","a89a84db-a189-41e3-943a-a40340f2cf02","condottieros","18205","neutral","0.59","0.47","0.1","0.43","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0166","condottieros:18203","ef39ffa0-87a2-49ab-b78e-c4b3520e7fdd","condottieros","18203","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0167","condottieros:18202","71ef5e1d-9cab-4268-9377-b71f4070e80a","condottieros","18202","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0168","ru2chvg:56446","3a2c06cd-4d3f-4758-bf8e-48bafbd5e1fb","ru2chvg","56446","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0169","condottieros:18201","46f71f09-e68e-45f7-85b9-83d78fb68c25","condottieros","18201","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""regulation"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0170","condottieros:18199","99cc7b60-aea5-4d29-925a-d0149369d053","condottieros","18199","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0171","condottieros:18198","1e883f03-59c5-4cee-808b-e383a383ea67","condottieros","18198","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0172","condottieros:18197","8ed7d8a3-e2a9-4c0d-96dd-d34500b784fc","condottieros","18197","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0173","ru2chvg:56441","6380b654-77ba-47e1-9a13-ee5e54e0d3f5","ru2chvg","56441","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0174","condottieros:18196","722cd016-44b1-4563-bf7b-a87a4f94fbab","condottieros","18196","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0175","condottieros:18195","a6ef09ac-0b03-4e61-9766-a70fa7b81cd1","condottieros","18195","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0176","condottieros:18194","21f5eee8-987f-457a-931d-003adbaf7de9","condottieros","18194","neutral","0.59","0.12","0.47","0.41","0","0","0","0","0","0","[{""aspect"":""gaming"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0177","condottieros:18192","c745332a-155b-4e2a-b81e-2f3bc62b6a4d","condottieros","18192","neutral","0.54","0.18","0.18","0.64","0","0.13","0","0","0","0","[{""aspect"":""security"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0178","condottieros:18191","9b0e9b4c-146f-4b4d-bfe2-fd75fd9a84fc","condottieros","18191","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0179","ru2chvg:56438","900b850a-0a9a-4881-a89b-a0fa0eff6c91","ru2chvg","56438","neutral","0.59","0.47","0.1","0.43","0","0","0","0","0","0","[{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""gaming"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0180","ru2chvg:56435","7b69ceb3-f13e-4726-8c43-0b934cad12e5","ru2chvg","56435","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""gaming"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0181","condottieros:18190","19c7de51-7f96-4309-91fc-e9a06a91aa12","condottieros","18190","negative","0.72","0.12","0.68","0.2","0","0.13","0","0","0","0","[{""aspect"":""war"",""sentiment"":""negative"",""score"":0.7},{""aspect"":""energy"",""sentiment"":""negative"",""score"":0.7}]"
"gpt_min_0182","ru2chvg:56425","73e45660-2e5f-4f7a-bee8-9cede2d7d5a8","ru2chvg","56425","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0183","ru2chvg:56424","041c0837-f001-4a0a-b242-bdbc65ef350f","ru2chvg","56424","neutral","0.59","0.47","0.1","0.43","0","0","0","0","0","0","[{""aspect"":""gaming"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0184","condottieros:18188","771eeaaa-9bc4-4bed-a392-87613f24d4ce","condottieros","18188","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0185","ru2chvg:56423","60651fff-39ef-4a99-838b-645159cafe6b","ru2chvg","56423","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""gaming"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0186","condottieros:18187","c82fcb7d-a290-49d4-93bd-8587b56ec1fa","condottieros","18187","neutral","0.59","0.47","0.1","0.43","0","0","0.14","0","0","0","[{""aspect"":""regulation"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""energy"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0187","ru2chvg:56422","4edc43f6-3dc7-41f2-848d-e8844b8d30ea","ru2chvg","56422","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0188","condottieros:18185","91f3bf35-cfb5-4ac9-b84a-99d18c47f3c7","condottieros","18185","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""energy"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0189","ru2chvg:56417","b330e48e-53d2-4d52-860f-d0e74ed334e5","ru2chvg","56417","negative","0.77","0.12","0.73","0.15","0.16","0","0","0.14","0","0","[{""aspect"":""security"",""sentiment"":""negative"",""score"":0.75}]"
"gpt_min_0190","condottieros:18183","174a5d9a-cbf8-46c2-adc4-3a423c56b703","condottieros","18183","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""security"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0191","condottieros:18182","2a2c45de-97f8-44ae-9aec-5e098c0f178b","condottieros","18182","neutral","0.59","0.12","0.47","0.41","0.16","0","0","0.14","0","0","[{""aspect"":""war"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0192","ru2chvg:56413","88cd6471-f6d1-4efc-8ddb-83fd34e2e6ae","ru2chvg","56413","neutral","0.59","0.47","0.1","0.43","0","0","0","0","0","0","[{""aspect"":""gaming"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0193","condottieros:18181","124dae46-df5c-42fd-918a-aa01cd88ac85","condottieros","18181","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""regulation"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0194","condottieros:18180","d26c6e0c-0838-435f-8ef3-ab2fff0b708e","condottieros","18180","negative","0.72","0.12","0.68","0.2","0","0","0","0.14","0","0","[{""aspect"":""war"",""sentiment"":""negative"",""score"":0.7}]"
"gpt_min_0195","condottieros:18179","2584e69f-9b6e-4d82-b616-e39b550f6032","condottieros","18179","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""company_results"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0196","condottieros:18178","2721ef9f-2464-4e27-9dc1-e3eb08a971b9","condottieros","18178","neutral","0.59","0.12","0.47","0.41","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0197","condottieros:18176","c79e9126-a9e1-469c-82e8-76bb424c6232","condottieros","18176","neutral","0.54","0.18","0.18","0.64","0.16","0.13","0.14","0","0","0","[{""aspect"":""war"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""transport"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""security"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0198","condottieros:18177","6d9670e8-1ad6-4f00-b943-41350e32dbad","condottieros","18177","neutral","0.54","0.18","0.18","0.64","0.16","0","0.14","0","0","0","[{""aspect"":""war"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""transport"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0199","condottieros:18175","0a92e334-63f0-49a6-8d6f-3c1efeeaf6c2","condottieros","18175","neutral","0.59","0.12","0.47","0.41","0","0.13","0","0","0","0","[{""aspect"":""war"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0200","condottieros:18174","c963b6e6-d8e9-4ea1-8d0f-402de7d8de30","condottieros","18174","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
